,job_title,adv_job_title,description_languages,description_tools,description_databases,description_softskills,description_experience,description_qualification
509,data analyst,data analyst,[],['oracle'],['oracle'],[],['3 year'],[]
510,senior data analyst,data analyst,"['sql', 'sql', 'mysql', 'postgresql', 'sql', 'sql', 'python', 'r', 'ml']","['excel', 'tableau', 'panda', 'numpy', 'google analytics', 'data studio']","['mysql', 'postgresql', 'redshift', 'sql server']","['analytics', 'storytelling', 'flexibility', 'customer', 'customer', 'motivation', 'responsibility', 'management', 'analytics', 'analytics', 'customer', 'analytics', 'experimentation', 'customer', 'mining', 'analytics', 'customer', 'customer', 'problem solving', 'self motivation', 'decision making', 'data mining']",['4+ year'],"['bachelor', 'bachelor degree']"
511,data analyst,data analyst,"['r', 'python', 'r', 'python', 'stata']","['notebook', 'jupyter', 'jupyter', 'notebook', 'jupyter notebook']",[],"['responsibility', 'collaboration']",[],[]
512,lead data science instructor data scientist,data scientist,"['python', 'sql', 'python', 'sql']",[],['hive'],"['networking', 'flexibility', 'curiosity', 'responsibility', 'experimentation', 'planning', 'discipline', 'mathematics', 'communication']",[],['phd']
514,behavioral data science manager,data scientist,[],[],[],"['analytics', 'organization', 'customer', 'collaboration', 'innovation', 'leadership', 'customer', 'organization', 'responsibility', 'management', 'communication', 'economics', 'discipline', 'collaboration', 'decision making', 'team work', 'team work']","['3 year', '5 year', '5 year']","['bachelor', 'bachelor degree', 'master degree']"
515,epidemiologist data analysturology,others,[],[],[],"['responsibility', 'scheduling', 'communication', 'coordination', 'collaboration', 'communication', 'management', 'responsibility', 'scheduling', 'communication', 'coordination', 'collaboration', 'communication', 'management', 'planning', 'responsibility', 'management', 'logical', 'communication', 'planning', 'time management', 'written communication']",[],['bachelor']
516,data analyst,data analyst,['sql'],"['excel', 'excel', 'microsoft excel', 'business intelligence']",[],"['customer', 'customer', 'customer', 'responsibility', 'customer', 'customer', 'customer', 'customer', 'customer', 'customer', 'responsibility', 'communication', 'flexibility', 'reliability', 'dependability', 'decision making', 'decision making', 'problem solving']",['3 year'],['bachelor']
517,first data hire iot startup manager level data scientistengineer,data analyst,[],[],[],"['flexibility', 'computer science']","['5+ year', '3+ year']",[]
518,machine learningcomputer vision research scientist,data scientist,['c'],[],[],"['mathematics', 'discipline', 'mathematics', 'mining', 'analytics', 'communication', 'computer science', 'data mining']",[],['phd']
519,sr data scientist,data scientist,"['sql', 'python', 'r', 'python']",[],[],"['mining', 'analytics', 'analytics', 'mathematics', 'economics', 'discipline', 'mining', 'communication', 'customer', 'customer', 'data mining', 'data mining', 'problem solving', 'customer service']",[],"['phd', 'phd']"
520,senior data scientist,data scientist,"['python', 'python', 'r', 'python', 'sql']","['bi', 'bi', 'jupyter', 'notebook', 'jupyter notebook']",['aws'],"['analytics', 'analytics', 'analytics', 'organization', 'leadership', 'mentorship', 'collaboration', 'accuracy', 'presentation', 'economics', 'analytics', 'communication', 'data modeling', 'client service', 'computer science', 'written communication']",['5+ year'],['phd']
521,data modeler,others,['sql'],"['bi', 'business intelligence', 'business intelligence']",[],"['logical', 'data modeling', 'data modeling', 'data modeling']",['5 year'],[]
522,data analyst,data analyst,[],"['excel', 'excel']",[],['computer science'],['1+ year'],[]
523,business intelligence analyst,data analyst,"['python', 'r']","['bi', 'numpy', 'tableau', 'excel', 'business intelligence', 'business intelligence', 'business intelligence', 'business intelligence', 'business intelligence']","['mongodb', 'cassandra', 'hbase']","['leadership', 'analytics', 'mining', 'organization', 'organization', 'responsibility', 'responsibility', 'management', 'leadership', 'organization', 'communication', 'presentation', 'decision making', 'decision making', 'decision making', 'written communication']",['5 year'],"['bachelor', 'bachelor degree']"
524,sr data scientist,data scientist,"['python', 'python', 'r', 'sql']","['bi', 'bi']",['aws'],"['analytics', 'analytics', 'responsibility', 'accuracy', 'presentation', 'economics', 'analytics', 'communication', 'data modeling', 'client service', 'computer science', 'written communication']",['5+ year'],[]
525,scientist data analytics,data science analyst,"['python', 'c++']",[],[],"['analytics', 'analytics', 'responsibility', 'customer', 'mathematics', 'communication', 'curiosity', 'motivation', 'technical writing']",['8 year'],"['bachelor', 'phd']"
526,data engineer,data engineer,"['ml', 'python', 'sql']","['bi', 'power bi']",[],"['analytics', 'experimentation', 'analytics', 'mathematics', 'management', 'collaboration', 'computer science', 'time management', 'work ethic', 'team building']",[],['bachelor']
527,data engineer,data engineer,"['java', 'python', 'shell']","['bi', 'bi', 'bi', 'spark', 'looker', 'tableau', 'analytics cloud']","['aws', 'redshift']","['planning', 'analytics', 'analytics', 'management', 'customer', 'analytics', 'communication', 'collaboration', 'computer science']","['3+ year', '2 year']",['bachelor']
528,instructor data scientist,data scientist,"['python', 'sql', 'python']",[],['hive'],"['customer', 'discipline', 'mathematics', 'discipline']",['2+ year'],['phd']
529,data analyst customer,data analyst,['sql'],[],[],"['customer', 'commitment', 'customer', 'customer', 'customer', 'customer', 'customer', 'customer', 'customer', 'customer']",['5 year'],[]
530,data analyst,data analyst,['sql'],"['excel', 'excel', 'microsoft excel', 'microsoft excel']",[],"['communication', 'commitment', 'customer', 'reliability', 'communication', 'management', 'organization', 'customer', 'customer', 'customer', 'commitment', 'organization', 'reliability', 'management', 'analytics', 'management', 'communication', 'customer', 'organization', 'client service', 'verbal communication', 'computer science']","['four year', 'two year']","['bachelor', 'bachelor degree']"
531,data analyst,data analyst,"['sql', 'xml', 'javascript']",['excel'],[],"['analytics', 'management', 'mining', 'accuracy', 'management', 'management', 'data mining', 'computer science', 'project management']",[],[]
532,senior data scientist nationwide opportunity,data scientist,"['ml', 'ml', 'ml', 'ml', 'ml', 'ml', 'ml', 'ml', 'ml', 'ml', 'ml', 'ml', 'ml', 'python', 'r', 'scala', 'java', 'c++', 'sql', 'ml']",[],"['aws', 'aws', 'aws', 'aws', 'aws', 'aws', 'aws']","['customer', 'customer', 'customer', 'customer', 'customer', 'responsibility', 'customer', 'organization', 'customer', 'customer', 'mathematics', 'presentation', 'mathematics', 'presentation', 'discipline', 'customer', 'organization', 'prioritizing', 'computer science', 'computer science', 'data modeling']",['6+ year'],"['bachelor', 'phd', 'bachelor degree']"
533,senior data scientist mobile social,data scientist,[],['excel'],[],"['mathematics', 'analytics']",[],[]
534,clinical laboratory scientist hematology,data scientist,[],[],[],"['responsibility', 'accuracy']",['one year'],"['bachelor', 'bachelor degree']"
535,data analyst,data analyst,['sql'],"['tableau', 'oracle', 'business intelligence', 'google analytics']","['aws', 'oracle']","['responsibility', 'organization', 'analytics', 'analytics', 'communication', 'critical thinking']",['5 year'],[]
536,data analyst,data analyst,['sql'],['excel'],[],"['mining', 'management', 'data mining']","['4+ year', '4+ year', '4+ year']",[]
537,data engineer,data engineer,"['python', 'postgresql', 'python', 'sql', 'r']","['tableau', 'panda', 'numpy']","['redshift', 'postgresql', 'elasticsearch']","['analytics', 'organization', 'customer', 'collaboration', 'innovation', 'leadership', 'customer', 'analytics', 'customer', 'responsibility', 'analytics', 'analytics', 'management', 'customer', 'mining', 'curiosity', 'customer', 'collaboration', 'decision making', 'data mining', 'computer science', 'team work']","['9 year', '5 year', '5 year', '5 year', '5 year', '4 year', '2 year', '2 year']",['ba degree']
538,field application scientist ca,data scientist,[],[],[],"['customer', 'communication', 'customer', 'customer', 'customer', 'customer', 'customer', 'customer', 'responsibility', 'customer', 'customer', 'presentation', 'customer', 'customer', 'management', 'customer', 'customer', 'customer', 'customer', 'innovation', 'customer', 'communication', 'customer', 'organization', 'problem solving']",['2+ year'],['phd']
539,senior data analyst,data analyst,['sql'],"['bi', 'periscope', 'business intelligence']",[],"['responsibility', 'kpis', 'leadership', 'kpi', 'management', 'flexibility', 'team building', 'computer science']","['5+ year', '5+ year']",['bachelor']
540,microsoft dynamic crm data analyst,data analyst,[],"['ibm', 'ibm', 'excel', 'ibm', 'ibm', 'ibm']",[],"['customer', 'management', 'management', 'communication', 'customer', 'presentation', 'management', 'management', 'customer', 'innovation', 'collaboration', 'leadership', 'project management', 'customer service']","['3 year', '2 year', '1 year', '2 year', '2 year', '2 year', '2 year', '2 year', '1 year', '1 year', '1 year', '1 year', '1 year', '1 year']",[]
541,staff software scientist reproductive health,data scientist,[],[],[],"['customer', 'responsibility', 'planning', 'prioritizing', 'customer', 'customer', 'customer', 'communication', 'customer', 'discipline', 'communication', 'customer', 'written communication', 'problem solving']",['six year'],"['bachelor', 'phd', 'bachelor degree']"
542,data engineer,data engineer,"['python', 'sql']",['spark'],"['aws', 'redshift', 'aws', 'aws', 'aws']",[],[],[]
543,senior data analyst,data analyst,"['sql', 'python', 'r']","['bi', 'tableau', 'looker']","['redshift', 'aws', 'redshift']","['organization', 'responsibility', 'organization', 'customer', 'presentation', 'economics', 'communication', 'organization', 'written communication']","['5 year', '3 year', '5 year']","['bachelor', 'bachelor degree']"
544,ediscovery data engineer ad,data engineer,['sql'],[],[],[],[],[]
545,computer vision scientist,data scientist,"['python', 'c++']",[],['aws'],"['leadership', 'responsibility', 'customer', 'customer', 'organization', 'responsibility', 'mathematics', 'communication', 'computer science', 'oral communication']",['5+ year'],['phd']
546,machine learning engineer,data engineer,"['c', 'python', 'python', 'c', 'c++', 'c', 'java', 'sql']","['jupyter', 'notebook', 'jupyter notebook']",[],"['responsibility', 'communication', 'verbal communication', 'computer science']",['5 year'],[]
547,space photovoltaic energy technology scientist,data scientist,"['python', 'python', 'sql', 'python', 'c', 'c++', 'sql']",[],[],"['responsibility', 'presentation', 'organization', 'flexibility', 'communication', 'management', 'management', 'communication', 'organization', 'responsibility', 'commitment', 'customer', 'problem solving', 'electrical engineering', 'oral communication', 'time management', 'project management']",[],['phd']
548,sr data scientist predictive analysis hbo max,data scientist,"['sql', 'python', 'r']","['tableau', 'looker']",[],"['storytelling', 'analytics', 'analytics', 'mining', 'kpi', 'customer', 'customer', 'analytics', 'analytics', 'customer', 'collaboration', 'mathematics', 'economics', 'discipline', 'management', 'curiosity', 'leadership', 'communication', 'presentation', 'data mining', 'industrial engineering', 'business acumen', 'written communication']",['3+ year'],[]
549,data engineer,data engineer,['sql'],"['bi', 'oracle']","['aws', 'aws', 'redshift', 'aws', 'oracle']","['responsibility', 'data modeling', 'data modeling']",['2+ year'],[]
550,senior data analyst marketing,data analyst,['sql'],"['mode', 'tableau', 'mode', 'tableau']",[],"['responsibility', 'analytics', 'kpis', 'mathematics', 'economics', 'customer', 'computer science', 'problem solving']",['3+ year'],['bachelor']
551,machine learning engineer,data engineer,"['ml', 'python']",[],[],[],[],[]
552,data engineer,data engineer,"['python', 'python']",[],[],"['customer', 'customer', 'analytics', 'analytics', 'customer', 'innovation', 'responsibility', 'discipline', 'problem solving']",[],"['bachelor', 'bachelor', 'master degree', 'bachelor degree']"
553,manager data science hbo max,data scientist,"['ml', 'ml', 'sql', 'scala', 'r', 'python']",['bi'],"['aws', 'aws']","['storytelling', 'analytics', 'organization', 'customer', 'customer', 'organization', 'management', 'organization', 'organization', 'analytics', 'discipline', 'management', 'analytics', 'customer', 'organization', 'communication', 'data modeling', 'decision making', 'computer science', 'written communication']",['3+ year'],['phd']
